url;title;timestamp;writer;shares_count;comments_count;summary;sources;categories
https://www.tecmundo.com.br/software/177254-microsoft-lanca-ferramenta-detecta-deepfake-videos.htm;Microsoft lança ferramenta que detecta deepfake em vídeos;2020-09-02T11:00:01;Wellington Arruda;5;3;A Microsoft anunciou nesta terça-feira (1º) uma nova ferramenta chamada Video Authenticator, capaz de identificar manipulações em vídeos conhecidas como deepfake. O projeto analisa cada quadro de vídeos e gera uma pontuação de manipulação com uma porcentagem indicando as chances de a mídia ter sido alterada.;['Microsoft', 'TechCrunch', 'Software', 'Inteligência artificial', 'Segurança', 'Microsoft'];['Software', 'Inteligência artificial', 'Segurança', 'Microsoft']
https://www.tecmundo.com.br/software/177250-microsoft-edge-comeca-testar-captura-tela-direto-navegador.htm;Microsoft Edge começa a testar captura de tela direto do navegador;2020-09-02T09:25:04;Nilton Kleina;0;0;O navegador Microsoft Edge deve em breve ganhar um novo recurso: um modo de captura de tela que seleciona uma fração do conteúdo exibido na janela e permite várias ações em sequência.;['Aggiornamenti Lumia', 'Software', 'Microsoft Edge', 'Navegador', 'Internet'];['Software', 'Microsoft Edge', 'Navegador', 'Internet']
https://www.tecmundo.com.br/software/158365-apple-anuncia-radio-apple-music-1-duas-novas-estacoes.htm;Apple anuncia rádio Apple Music 1 e duas novas estações;2020-09-01T20:00:01;Igor Almenara Carneiro;0;0;A Apple rebatizou a Apple Music Beats 1 para Apple Music 1. Conhecida por ser uma das estações de rádio mais populares da companhia, ela se mantém online desde 2015 e continua gratuita. A rádio também recebe duas novas estações para sucessos de décadas passadas e o country norte-americano.;['Apple', 'Software', 'Apple', 'Apple Music', 'Música'];['Software', 'Apple', 'Apple Music', 'Música']
https://www.tecmundo.com.br/software/177231-whatsapp-beta-android-libera-customizacao-wallpapers.htm;WhatsApp Beta para Android libera a customização de wallpapers;2020-09-01T17:04:44;Reinaldo  Zaruvni;0;0;"Uma atualização do WhatsApp lançada no programa beta do Google Play libera a customização de wallpapers do aplicativo voltado a dispositivos Android. A personalização permite que o usuário adote temas que vão além dos atuais ""claro"" e ""escuro"".";['WABetaInfo', 'Software', 'WhatsApp', 'Mensageiros'];['Software', 'WhatsApp', 'Mensageiros']
https://www.tecmundo.com.br/software/177254-microsoft-lanca-ferramenta-detecta-deepfake-videos.htm;Microsoft lança ferramenta que detecta deepfake em vídeos;2020-09-02T11:00:01;Wellington Arruda;5;3;A Microsoft anunciou nesta terça-feira (1º) uma nova ferramenta chamada Video Authenticator, capaz de identificar manipulações em vídeos conhecidas como deepfake. O projeto analisa cada quadro de vídeos e gera uma pontuação de manipulação com uma porcentagem indicando as chances de a mídia ter sido alterada.;['Microsoft', 'TechCrunch', 'Software', 'Inteligência artificial', 'Segurança', 'Microsoft'];['Software', 'Inteligência artificial', 'Segurança', 'Microsoft']
https://www.tecmundo.com.br/seguranca/177247-spyware-android-finge-apps-famosos-para-roubar-dados.htm;Spyware para Android finge ser apps famosos para roubar dados;2020-09-02T09:00:01;Igor Almenara Carneiro;0;0;Uma nova ameaça para celulares Android se disfarça de apps com conteúdo adulto ou relacionados à covid-19 para espionar a atividade no smartphone. O grupo Transparent Tribe, especializado em técnicas de engenharia social, agora explora usuários distraídos com apps parecidos com aplicativos oficiais.;['Securelist', 'Segurança', 'Espionagem', 'Celular', 'Android'];['Segurança', 'Espionagem', 'Celular', 'Android']
https://www.tecmundo.com.br/internet/176531-vantagens-utilizar-vpn-segura.htm;As vantagens de se utilizar uma VPN segura;2020-08-27T13:00:00;Eduardo Yukio Harada;0;0;Você sabe o que é uma VPN? Essa é a sigla em inglês para “Rede Privada Virtual”. Como o nome pode sugerir, as VPNs são uma forma segura de acessar a internet e manter sua conexão privativa.;['Internet', 'VPN', 'Segurança'];['Internet', 'VPN', 'Segurança']
https://www.tecmundo.com.br/seguranca/176469-celular-china-rouba-dados-dinheiro-usuarios.htm;Celular da China rouba dados e dinheiro dos usuários;2020-08-26T12:00:01;Ramalho Lima;315;8;De acordo com uma reportagem do BuzzFeed, celulares baratos fabricados pela companhia chinesa Transsion Holdings saem de fábrica com ao menos dois malwares pré-instalados, além de um backdoor, que permitem o roubo de dados e dinheiro dos donos dos aparelhos.;['BuzzFeed', 'Segurança', 'Celular', 'Malware', 'Android'];['Segurança', 'Celular', 'Malware', 'Android']
https://www.tecmundo.com.br/seguranca/176322-proteger-internet-celular-superseguro.htm;Você precisa de um celular de espião da CIA para ficar seguro na internet?;2020-09-02T14:33:06;Alex Franco;16;6;Se você acompanha as notícias do mundo tecnológico, certamente já ficou preocupado, em algum momento, com roubo de dados ou esquema de fraude direcionado a smartphones. Os aparelhos mais seguros do mundo certamente podem protegê-lo, mas saiba que, para isso, terá de desembolsar valores considerados exorbitantes por grande parte da população: de R$ 10 mil até mais de US$ 5 milhões, a exemplo dos dispositivos da empresa israelense CommuniTake, utilizados por políticos e funcionários da Organização das Nações Unidas (ONU).;['Segurança', 'Internet', 'Celular'];['Segurança', 'Internet', 'Celular']
https://www.tecmundo.com.br/mercado/177257-serasa-limpa-nome-tem-prazo-participacao-estendido-dia-08.htm;Serasa Limpa Nome tem prazo de participação estendido até dia 8;2020-09-02T11:56:10;Flávio Motta Coutinho;8;0;Visando auxiliar o pagamento de dívidas pendentes foi criado o Serasa Limpa Nome, cujo prazo para participação seria finalizado na última segunda-feira (31). A ação foi estendida por mais um tempo, dando condições para ser utilizada até 8 de setembro.;['UOL', 'Mercado', 'Governo', 'Internet'];['Mercado', 'Governo', 'Internet']
https://www.tecmundo.com.br/software/177250-microsoft-edge-comeca-testar-captura-tela-direto-navegador.htm;Microsoft Edge começa a testar captura de tela direto do navegador;2020-09-02T09:25:04;Nilton Kleina;0;0;O navegador Microsoft Edge deve em breve ganhar um novo recurso: um modo de captura de tela que seleciona uma fração do conteúdo exibido na janela e permite várias ações em sequência.;['Aggiornamenti Lumia', 'Software', 'Microsoft Edge', 'Navegador', 'Internet'];['Software', 'Microsoft Edge', 'Navegador', 'Internet']
https://www.tecmundo.com.br/internet/177239-10-noticias-tecnologia-voce-comecar-dia-02-09.htm;10 notícias de tecnologia para você começar o dia (02/09);2020-09-02T06:00:00;Equipe TecMundo;0;0;Bom dia! Separamos as principais notícias do mundo da Ciência e Tecnologia para você saber tudo o que aconteceu na última terça-feira (1). Para conferir cada notícia na íntegra, basta clicar nos links a seguir.;['Internet', 'Notícias'];['Internet', 'Notícias']
https://www.tecmundo.com.br/dispositivos-moveis/177288-moto-g9-play-g9-plus-e7-plus-tem-precos-brasil-vazados.htm;Moto G9 Play, G9 Plus e E7 Plus têm preços no Brasil vazados;2020-09-02T15:55:09;Igor Almenara Carneiro;9;2;Os preços dos smartphones Moto G9 Play, G9 Plus e E7 Plus no Brasil vazaram na web. Introduzidos há poucos dias no mercado europeu, os celulares competirão no mercado intermediário e valores extrapolam a casa dos R$ 2 mil.;['Tudo Celular', 'Dispositivos Móveis', 'Celular', 'Motorola'];['Dispositivos Móveis', 'Celular', 'Motorola']
https://www.tecmundo.com.br/dispositivos-moveis/177268-lg-wing-apresentado-evento-dia-14-setembro.htm;LG Wing será apresentado em evento no dia 14 de setembro;2020-09-02T15:00:01;Nilton Kleina;6;0;"A fabricante sul-coreana LG anunciou um evento virtual para 14 de setembro, às 11h (horário de Brasília). A conferência tem como slogan ""Descubra o Inexplorado"" e será transmitida ao vivo pelo canal da empresa no YouTube.";['LG', 'Dispositivos Móveis', 'LG', 'Celular'];['Dispositivos Móveis', 'LG', 'Celular']
